id,Provincia,Nombre,X,Y,Z
B013X,ILLES BALEARS,"ESCORCA, LLUC",40.21666666666667,3.033333333333333,490
B051A,ILLES BALEARS,"SÓLLER, PUERTO",40.516666666666666,3.166666666666667,5
B087X,ILLES BALEARS,BANYALBUFAR,40.03333333333333,3.2666666666666666,60
B103B,ILLES BALEARS,ANDRATX - SANT ELM,40.31666666666667,2.5,52
B158X,ILLES BALEARS,"CALVIÀ, ES CAPDELLÀ",39.63333333333333,3.4333333333333336,50
B228,ILLES BALEARS,"PALMA, PUERTO",39.86666666666667,3.1333333333333333,3
B236C,ILLES BALEARS,"PALMA, UNIVERSIDAD",40.166666666666664,3.25,95
B248,ILLES BALEARS,"SIERRA DE ALFABIA, BUNYOLA",39.833333333333336,3.4833333333333334,1030
B275E,BALEARES,"SON BONET, AEROPUERTO",39.95,3.1,49
B278,ILLES BALEARS,"PALMA DE MALLORCA, AEROPUERTO",40.199999999999996,2.9333333333333336,8
B301,ILLES BALEARS,"LLUCMAJOR, CAP BLANC",40.15,2.8833333333333333,113
B334X,ILLES BALEARS,LLUCMAJOR,40.21666666666667,3.3833333333333333,140
B341X,BALEARES,PORRERES,39.86666666666667,3.3333333333333335,149
B346X,ILLES BALEARS,PORRERES,39.81666666666666,3.1666666666666665,120
B362X,ILLES BALEARS,"CAMPOS, CAN SION",39.75,3.9,40
B373X,ILLES BALEARS,"CAMPOS, SALINES LLEVANT",39.41666666666667,3.716666666666667,3
B398A,ILLES BALEARS,"CABRERA, PARQUE NACIONAL",39.266666666666666,3.1333333333333337,165
B410B,ILLES BALEARS,SANTANYÍ,39.733333333333334,3.8833333333333333,45
B434X,ILLES BALEARS,PORTOCOLOM  ,40.266666666666666,3.5666666666666664,17
B496X,ILLES BALEARS,SON SERVERA,40.43333333333334,3.4,25
B526X,ILLES BALEARS,ARTÀ,40.0,3.416666666666667,110
B569X,ILLES BALEARS,CAPDEPERA,39.71666666666667,4.15,57
B603X,ILLES BALEARS,ARTÀ-COLÒNIA DE SANT PERE,40.1,3.9833333333333334,99
B605X,ILLES BALEARS,"MURO, S'ALBUFERA",40.58333333333333,3.3833333333333333,2
B614E,ILLES BALEARS,MANACOR,39.96666666666666,3.2833333333333337,95
B640X,ILLES BALEARS,PETRA,40.583333333333336,3.3833333333333333,95
B644B,ILLES BALEARS,SINEU,40.233333333333334,3.1333333333333333,120
B656A,ILLES BALEARS,SANTA MARÍA DEL CAMÍ,39.8,2.8166666666666664,121
B662X,ILLES BALEARS,BINISSALEM,40.349999999999994,3.3,105
B684A,ILLES BALEARS,"ESCORCA, SON TORRELLA",40.35,3.05,842
B691,BALEARES,LA PUEBLA (SA CANOVA),40.63333333333333,3.9166666666666665,40
B691Y,ILLES BALEARS,SA POBLA,40.68333333333334,3.0166666666666666,40
B760X,ILLES BALEARS,POLLENÇA,40.483333333333334,3.466666666666667,35
B780X,ILLES BALEARS,PORT DE POLLENÇA,40.46666666666667,3.1166666666666667,2
B800X,ILLES BALEARS,"LA MOLA, MAÓ",40.43333333333334,4.75,78
B825B,ILLES BALEARS,ES MERCADAL,40.416666666666664,4.266666666666667,80
B860X,ILLES BALEARS,CIUTADELLA,40.550000000000004,4.083333333333333,20
B870C,ILLES BALEARS,"CIUTADELLA, CALA GALDANA",40.61666666666666,4.3500000000000005,43
B893,ILLES BALEARS,"MENORCA, AEROPUERTO",40.13333333333333,5.133333333333334,91
B908X,ILLES BALEARS,SANT JOAN DE LABRITJA,39.416666666666664,2.033333333333333,110
B925,ILLES BALEARS,SANT ANTONI DE PORTMANY,39.733333333333334,1.6,32
B954,ILLES BALEARS,"IBIZA, AEROPUERTO",39.45,1.45,6
B957,ILLES BALEARS,EIVISSA,39.266666666666666,1.9166666666666667,3
B986,ILLES BALEARS,FORMENTERA,39.3,2.2666666666666666,24
C018J,LAS PALMAS,TÍAS,29.066666666666666,-14.166666666666666,376
C019V,LAS PALMAS,YAIZA,29.3,-14.0,6
C029O,LAS PALMAS,LANZAROTE AEROPUERTO,29.066666666666666,-13.616666666666667,14
C038N,LAS PALMAS,HARÍA,29.75,-13.833333333333332,277
C048W,LAS PALMAS,TINAJO,29.583333333333336,-14.516666666666666,275
C101A,STA. CRUZ DE TENERIFE,ROQUE DE LOS MUCHACHOS,29.1,-18.599999999999998,2223
C117A,STA. CRUZ DE TENERIFE,PUNTAGORDA,29.4,-18.116666666666667,684
C117Z,STA. CRUZ DE TENERIFE,TIJARAFE,29.150000000000002,-18.15,733
C126A,STA. CRUZ DE TENERIFE,EL PASO,28.883333333333333,-18.05,844
C129V,STA. CRUZ DE TENERIFE,FUENCALIENTE,28.75,-18.299999999999997,30
C129Z,STA. CRUZ DE TENERIFE,TAZACORTE,29.333333333333332,-18.816666666666666,62
C139E,STA. CRUZ DE TENERIFE,LA PALMA AEROPUERTO,29.6,-18.05,33
C148F,STA. CRUZ DE TENERIFE,SAN ANDRÉS Y SAUCES,29.1,-18.716666666666665,362
C229J,LAS PALMAS,PÁJARA,28.983333333333334,-14.833333333333332,15
C239N,LAS PALMAS,"TUINEJE,PUERTO GRAN TARAJAL",28.716666666666665,-14.4,1
C248E,LAS PALMAS,ANTIGUA,28.450000000000003,-14.183333333333334,252
C249I,LAS PALMAS,FUERTEVENTURA AEROPUERTO,29.116666666666667,-14.633333333333333,25
C258K,LAS PALMAS,LA OLIVA,29.35,-14.833333333333332,217
C314Z,STA. CRUZ DE TENERIFE,"VALLEHERMOSO, ALTO IGUALERO  ",28.51666666666667,-18.183333333333334,1475
C316I,STA. CRUZ DE TENERIFE,ARURE,28.816666666666666,-18.2,916
C317B,STA. CRUZ DE TENERIFE,AGULO,28.900000000000002,-17.983333333333334,765
C319W,STA. CRUZ DE TENERIFE,"VALLEHERMOSO, DAMA",28.316666666666666,-17.7,190
C328W,STA. CRUZ DE TENERIFE,HERMIGUA,28.966666666666665,-17.833333333333332,252
C329B,STA. CRUZ DE TENERIFE,"LA GOMERA, AEROPUERTO",28.916666666666664,-17.849999999999998,219
C329Z,STA. CRUZ DE TENERIFE,SAN SEBASTIÁN DE LA GOMERA,28.466666666666665,-17.783333333333335,15
C406G,STA. CRUZ DE TENERIFE,"LA OROTAVA, CAÑADAS TEIDE",28.666666666666664,-17.2,2150
C412N,SANTA CRUZ DE TENERIFE,CITFAGRO_89_CHAVAO,28.4,-17.016666666666666,2071
C415A,SANTA CRUZ DE TENERIFE,CITFAGRO_64_HOYOS,28.616666666666667,-17.133333333333333,990
C417J,SANTA CRUZ DE TENERIFE,CITFAGRO_74_CHIO,28.233333333333334,-17.133333333333336,735
C418I,SANTA CRUZ DE TENERIFE,CITFAGRO_05_GUIAISO1,29.066666666666666,-17.166666666666668,476
C418L,SANTA CRUZ DE TENERIFE,CITFAGRO_76_POZO,28.216666666666665,-17.533333333333335,700
C419L,STA. CRUZ DE TENERIFE,LOMO DEL BALO,28.616666666666667,-17.3,403
C419X,STA. CRUZ DE TENERIFE,ADEJE,28.95,-17.366666666666667,130
C422A,SANTA CRUZ DE TENERIFE,CITFAGRO_94_LOSTOPOS,28.483333333333334,-16.73333333333333,1833
C423R,SANTA CRUZ DE TENERIFE,CITFAGRO_90_PICACHO,28.666666666666664,-16.78333333333333,1654
C426E,SANTA CRUZ DE TENERIFE,CITFAGRO_13_VILAFLOR,28.78333333333333,-17.3,1258
C426I,SANTA CRUZ DE TENERIFE,CITFAGRO_77_PINAL,28.733333333333334,-16.950000000000003,880
C426R,SANTA CRUZ DE TENERIFE,CITFAGRO_09_HELECHO,28.23333333333333,-16.916666666666668,930
C428T,STA. CRUZ DE TENERIFE,ARICO,29.033333333333335,-16.5,418
C428U,SANTA CRUZ DE TENERIFE,CITFAGRO_01_ARICO,28.983333333333334,-16.816666666666666,135
C429I,STA. CRUZ DE TENERIFE,TENERIFE SUR AEROPUERTO,28.85,-17.21666666666667,64
C430E,STA. CRUZ DE TENERIFE,IZAÑA,28.833333333333336,-17.45,2369
C436I,SANTA CRUZ DE TENERIFE,CITFAGRO_54_TOPONEGRO,28.9,-16.73333333333333,290
C436L,SANTA CRUZ DE TENERIFE,CITFAGRO_96_ARAYA,28.6,-17.233333333333334,525
C437E,SANTA CRUZ DE TENERIFE,CITFAGRO_81_MENA,28.45,-16.6,500
C438N,STA. CRUZ DE TENERIFE,CANDELARIA,28.883333333333336,-16.48333333333333,463
C439J,STA. CRUZ DE TENERIFE,GÜÍMAR,28.416666666666668,-17.3,115
C446G,STA. CRUZ DE TENERIFE,"SAN CRISTÓBAL DE LA LAGUNA,LLANO DE LOS LOROS",29.116666666666667,-17.099999999999998,868
C447A,STA. CRUZ DE TENERIFE,TENERIFE NORTE AEROPUERTO,29.116666666666664,-17.083333333333332,632
C448C,SANTA CRUZ DE TENERIFE,CITFAGRO_92_SANTACRUZ,29.2,-16.666666666666664,136
C449C,STA. CRUZ DE TENERIFE,STA.CRUZ DE TENERIFE,29.25,-16.566666666666666,36
C449F,STA. CRUZ DE TENERIFE,ANAGA ,28.983333333333334,-16.916666666666668,19
C449Q,SANTA CRUZ DE TENERIFE,CITFAGRO_97_TAGANANA,29.150000000000002,-16.9,305
C453I,SANTA CRUZ DE TENERIFE,CITFAGRO_88_GAITERO,29.066666666666666,-16.433333333333334,1744
C455M,SANTA CRUZ DE TENERIFE,CITFAGRO_87_AGUAMANSA,29.05,-17.3,1065
C456E,SANTA CRUZ DE TENERIFE,CITFAGRO_10_RAVELO,28.683333333333334,-16.916666666666664,922
C456P,SANTA CRUZ DE TENERIFE,CITFAGRO_70_BENIJO,29.033333333333335,-17.333333333333336,906
C456R,SANTA CRUZ DE TENERIFE,CITFAGRO_69_SUERTE,28.733333333333334,-17.05,551
C457E,SANTA CRUZ DE TENERIFE,CITFAGRO_67_MATANZA,29.4,-16.71666666666667,650
C457I,STA. CRUZ DE TENERIFE,LA VICTORIA DE ACENTEJO,28.516666666666666,-16.733333333333334,567
C458A,STA. CRUZ DE TENERIFE,TACORONTE,29.26666666666667,-16.616666666666667,310
C458U,SANTA CRUZ DE TENERIFE,CITFAGRO_71_PALOB,28.483333333333334,-17.25,595
C459Z,STA. CRUZ DE TENERIFE,PUERTO DE LA CRUZ,28.5,-17.416666666666668,25
C466O,SANTA CRUZ DE TENERIFE,CITFAGRO_91_CUBO,28.683333333333334,-17.450000000000003,878
C467I,SANTA CRUZ DE TENERIFE,CITFAGRO_73_REDON,28.55,-17.2,525
C468I,SANTA CRUZ DE TENERIFE,CITFAGRO_98_ELDRAGO,28.383333333333333,-17.049999999999997,218
C468O,SANTA CRUZ DE TENERIFE,CITFAGRO_62_TRIGO,28.76666666666667,-16.883333333333333,450
C468X,STA. CRUZ DE TENERIFE,SAN JUAN DE LA RAMBLA,28.75,-17.166666666666668,677
C611E,LAS PALMAS,VEGA DE SAN MATEO,28.599999999999998,-15.616666666666667,1702
C612F,LAS PALMAS,"TEJEDA, CRUZ DE TEJEDA",28.416666666666668,-16.516666666666666,1514
C614H,LAS PALMAS,TEJEDA,28.7,-16.55,1060
C619I,LAS PALMAS,LA ALDEA DE SAN NICOLÁS,28.05,-16.633333333333333,10
C619X,LAS PALMAS,AGAETE,28.166666666666668,-16.466666666666665,5
C619Y,LAS PALMAS,LA ALDEA DE SAN NICOLÁS,28.066666666666666,-16.25,13
C623I,LAS PALMAS,"SAN BARTOLOME TIRAJANA, CUEVAS DEL PINAR",28.51666666666667,-15.6,1220
C625O,LAS PALMAS,"SAN BARTOLOME TIRAJANA, LOMOS PEDRO AFONSO",28.26666666666667,-16.333333333333332,806
C628B,LAS PALMAS,"LA ALDEA DE SAN NICOLÁS, TASARTE",28.433333333333334,-15.966666666666667,318
C629Q,LAS PALMAS,"MOGÁN, PUERTO RICO",28.566666666666666,-16.366666666666667,10
C629X,LAS PALMAS,"MOGÁN, PUERTO",28.783333333333335,-16.6,10
C635B,LAS PALMAS,"SAN BARTOLOME TIRAJANA, LAS TIRAJANAS",28.116666666666667,-16.016666666666666,960
C639M,LAS PALMAS,"MASPALOMAS, C. INSULAR TURISMO ",28.233333333333334,-16.1,45
C639U,LAS PALMAS,"SAN BARTOLOME TIRAJANA, EL MATORRAL",28.55,-15.649999999999999,41
C648C,LAS PALMAS,AGÜIMES,28.049999999999997,-15.683333333333332,306
C648N,LAS PALMAS,"TELDE, CENTRO FORESTAL DORAMAS",28.233333333333334,-15.916666666666666,344
C649I,LAS PALMAS,GRAN CANARIA AEROPUERTO,27.983333333333334,-16.099999999999998,24
C649R,LAS PALMAS,"TELDE, MELENARA",28.2,-16.033333333333335,9
C656V,LAS PALMAS,TEROR,28.583333333333332,-16.366666666666667,683
C658L,LAS PALMAS,LAS PALMAS DE G.C. (TAFIRA CMT),28.566666666666666,-15.5,269
C658X,LAS PALMAS,"LAS PALMAS DE GRAN CANARIA, TAFIRA",28.75,-15.649999999999999,269
C659H,LAS PALMAS,"LAS PALMAS DE GRAN CANARIA, SAN CRISTOBAL",28.466666666666665,-16.366666666666667,55
C659M,LAS PALMAS,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",28.883333333333336,-15.7,15
C665T,LAS PALMAS,VALLESECO,29.016666666666666,-16.5,900
C668V,LAS PALMAS,AGAETE - SUERTE ALTA,28.75,-16.166666666666664,352
C669B,LAS PALMAS,ARUCAS,28.633333333333333,-15.916666666666666,86
C689E,LAS PALMAS,MASPALOMAS,27.883333333333333,-16.333333333333336,6
C839I,LAS PALMAS,TEGUISE,30.133333333333333,-13.616666666666667,10
C839X,LAS PALMAS,LA GRACIOSA,29.98333333333333,-14.116666666666667,19
C916Q,STA. CRUZ DE TENERIFE,"EL PINAR, DEPÓSITO",27.849999999999998,-18.65,948
C917E,STA. CRUZ DE TENERIFE,"EL PINAR, LA DEHESA",28.23333333333333,-19.0,715
C919K,SANTA CRUZ DE TENERIFE,TACORON-LAPILLAS-TORTUGA,28.566666666666666,-18.133333333333333,98
C925F,STA. CRUZ DE TENERIFE,"SAN ANDRÉS, VALVERDE",27.883333333333333,-18.55,1070
C928I,STA. CRUZ DE TENERIFE,VALVERDE,28.45,-18.083333333333336,670
C929I,STA. CRUZ DE TENERIFE,HIERRO AEROPUERTO,27.95,-18.216666666666665,32
C939T,STA. CRUZ DE TENERIFE,"FRONTERA, SABINOSA",28.133333333333333,-18.5,20
0002I,TARRAGONA,VANDELLÒS  ,41.43333333333334,1.15,32
0009X,TARRAGONA,ALFORJA,42.03333333333334,1.75,406
0016A,TARRAGONA,REUS AEROPUERTO,41.833333333333336,1.9666666666666666,71
0016B,TARRAGONA,REUS (CENTRE LECTURA),41.4,1.6333333333333333,118
0034X,TARRAGONA,VALLS,41.86666666666667,1.9,233
0042Y,TARRAGONA,TARRAGONA ,41.55,2.1833333333333336,55
0061X,BARCELONA,PONTONS,41.43333333333333,1.6666666666666665,632
0066X,BARCELONA,VILAFRANCA DEL PENEDÈS,42.13333333333334,2.283333333333333,177
0073X,BARCELONA,SITGES,41.86666666666667,2.0,58
0076,BARCELONA,BARCELONA AEROPUERTO,41.85,2.266666666666667,4
0092X,BARCELONA,BERGA,42.18333333333334,2.3000000000000003,682
0106X,BARCELONA,BALSARENY,42.833333333333336,2.216666666666667,361
0114X,BARCELONA,PRATS DE LLUÇANÈS,42.416666666666664,2.6166666666666667,700
0120X,BARCELONA,MOIÀ,42.599999999999994,2.8000000000000003,742
0149D,BARCELONA,MANRESA (LA CULLA),41.91666666666667,2.25,291
0149X,BARCELONA,MANRESA,41.91666666666667,2.25,291
0158O,BARCELONA,MONTSERRAT,42.25,2.1833333333333336,738
0158X,BARCELONA,MONISTROL DE MONTSERRAT,42.25,2.1833333333333336,738
0171X,BARCELONA,IGUALADA,42.300000000000004,1.6833333333333333,313
0194D,BARCELONA,"CORBERA, PIC D'AGULLES",41.88333333333333,1.9833333333333334,647
0200E,BARCELONA,"BARCELONA, FABRA",41.516666666666666,2.566666666666667,408
0201D,BARCELONA,BARCELONA,41.81666666666666,2.2,6
0201X,BARCELONA,"BARCELONA, MUSEO MARÍTIMO",41.86666666666667,2.5999999999999996,5
0222X,BARCELONA,CALDES DE MONTBUI,42.36666666666667,2.2666666666666666,175
0229I,BARCELONA,SABADELL AEROPUERTO,41.93333333333333,2.283333333333333,146
0244X,BARCELONA,VILASSAR DE DALT,41.8,3.1,56
0252D,BARCELONA,ARENYS DE MAR,41.833333333333336,2.933333333333333,74
0255B,BARCELONA,SANTA SUSANNA,41.699999999999996,3.5,40
0260X,BARCELONA,FOGARS DE MONTCLÚS,42.35,3.283333333333333,936
0281Y,GIRONA,BLANES,42.28333333333333,3.0999999999999996,45
0284X,GIRONA,"CASTELL, PLATJA D'ARO ",42.266666666666666,3.8666666666666667,14
0294B,GIRONA,LA BISBAL (D'EMPORDA 3),42.03333333333334,3.5666666666666664,51
